age,income,loan_amount,credit_score,employment_years,num_dependents,debt_ratio,risk_score,TARGET
46,41989,23948,604,20,1,0.5703277500124517,0.4550696939258439,0
43,64618,14187,670,7,2,0.21955547519859256,0.18519238598430487,0
29,45680,11044,683,27,2,0.24178080580835537,0.26522744985996727,0
32,73776,14332,744,4,0,0.19425972420101392,0.21071873424353965,0
21,69335,25283,724,16,0,0.36464487360618575,0.2649621989568533,0
21,87347,18561,460,36,4,0.21250007107527472,0.48322785628413134,0
54,79165,27962,477,35,1,0.353207956142468,0.5124263338928603,1
52,64545,24770,789,18,0,0.3837565399459396,0.19456146631621268,0
45,74959,1000,626,26,0,0.013340339914426113,0.13559071499416178,0
60,80102,22474,588,33,1,0.2805758315492757,0.382252940390425,0
21,49851,42504,653,10,4,0.8526103441152871,0.6228797377053792,1
36,53413,33252,327,11,0,0.6225419164177033,0.6572996487356977,1
59,58063,24220,342,20,4,0.4171247537052606,0.6082887704849228,1
25,50489,9406,722,10,3,0.18629443860211842,0.22767914299178238,0
42,80313,24775,476,38,4,0.3084805790343519,0.41155512038481373,0
49,47453,27397,828,27,2,0.5773389763187495,0.34258778357422276,0
23,85033,17462,793,4,2,0.20535935212279638,0.21748181780169423,0
32,52660,23167,497,16,4,0.4399305895329999,0.447118712651099,0
46,69447,35096,816,19,2,0.5053587310885578,0.31025528007807907,0
36,63328,11427,813,11,3,0.18044183759684324,0.17929204842146157,0
57,40480,9417,321,5,1,0.23262542941904343,0.44668103762266986,0
42,59602,26926,411,16,2,0.45177089176048246,0.47968410583051335,0
49,66672,24575,356,18,2,0.3685915656333179,0.565386228339748,1
34,58714,30288,365,25,4,0.5158529763537735,0.6191867719086296,1
48,33145,25697,397,31,3,0.775274981505248,0.7905713365009754,1
25,94028,14322,443,5,1,0.15231854302004783,0.42455798490743424,0
50,61753,24321,734,35,4,0.3938455281047025,0.34558905550339813,0
25,44113,8578,385,37,4,0.19446321166337172,0.5221228163282288,1
32,92415,17496,643,10,3,0.18932592447712498,0.3528200028111841,0
36,72347,25027,593,32,1,0.345935158926653,0.3876109716891822,0
46,35996,16394,542,23,3,0.4554430795381876,0.4911706146967068,0
46,39110,44680,331,22,1,1.1423998820806187,0.8054131234076163,1
41,55552,1078,690,14,3,0.01940769107460661,0.3372242008078437,0
59,65946,14525,576,26,4,0.22025362317728953,0.3122163746389084,0
56,72455,10622,831,10,4,0.14660008219287238,0.13683188715957295,0
53,79003,12996,453,16,0,0.16450329383189893,0.2717930093299685,0
50,70791,13570,682,13,2,0.19168736389303395,0.2657977547877799,0
57,86934,6735,367,26,3,0.07747997794821716,0.4498205968127157,0
43,62535,27527,513,17,0,0.4401727250134804,0.4594266365044201,0
30,44807,14529,675,27,2,0.3242496464605728,0.21002219892185642,0
25,59932,21635,512,3,3,0.3609927526061715,0.5058629755391417,1
56,58620,15651,378,6,1,0.26699713597945895,0.429701633463253,0
54,10000,13091,680,34,2,1.3089886888449058,0.6798339387536866,1
51,48772,36722,357,8,4,0.752922586475308,0.7862992275253786,1
30,66284,29229,325,7,0,0.44096385155268775,0.5712697177004346,1
39,51515,1317,746,16,2,0.025583864837122522,0.1424672360536702,0
52,47075,1000,365,16,2,0.021241879840567256,0.4411831461495873,0
21,78227,30426,553,32,4,0.3889385461113929,0.4730169391969935,0
25,41669,14801,343,31,3,0.35520605767245833,0.5537577104491928,1
24,74232,3509,396,7,1,0.04727217337192487,0.36076748584393115,0
36,33345,30457,526,18,4,0.913370428868047,0.6915894256901705,1
44,115215,21691,735,37,1,0.18826548013545416,0.13416540462635212,0
36,55686,22515,678,2,3,0.40432405789291787,0.39662386951630074,0
22,53534,28095,477,4,2,0.5247973923287712,0.5356283019205877,1
48,82861,6900,726,12,1,0.08327341762709313,0.14723040061809983,0
52,51625,3684,606,30,0,0.07137735480732066,0.2656308683642517,0
47,89098,35809,803,15,0,0.40190484094117723,0.1889398767135624,0
40,67431,5628,567,31,4,0.08346570212555504,0.31008390792203494,0
44,57632,7777,307,21,3,0.134950746322199,0.48465888787469624,0
32,55499,9775,807,28,4,0.17613497054722768,0.1988813353818448,0
55,84151,40799,775,21,4,0.48482567652293007,0.343900535099098,0
53,64609,24933,596,2,4,0.38590846270711443,0.3857788369503253,0
53,68646,29654,463,9,0,0.43197815360730185,0.44536362517057126,0
63,70820,21961,784,20,0,0.31010101300266363,0.13906204326253113,0
57,62658,13981,371,15,4,0.22312782536246475,0.4823727682185517,0
32,70397,26312,537,11,0,0.3737712247677572,0.29065208573435664,0
23,57633,4433,403,1,3,0.07693027379712326,0.4043180398528701,0
21,59003,9047,509,23,4,0.15332924242460205,0.304222073118698,0
53,37617,27329,767,34,0,0.726493758339652,0.32782808040271727,0
60,65955,6427,753,29,1,0.09745023519685887,0.09889140733892829,0
30,25609,18109,567,29,4,0.7071088685556556,0.6212675267193233,1
63,65671,18564,685,34,4,0.2826902017114348,0.2623310622220065,0
64,54387,14713,686,18,3,0.2705228377318113,0.249424532713836,0
49,67491,1000,558,7,2,0.014816416702348165,0.23921408389677962,0
33,39023,13710,582,25,2,0.3513365838334994,0.3464401431556442,0
32,17612,11750,339,39,3,0.6671065366191636,0.766956868603498,1
51,52982,21614,785,6,3,0.40794435151639874,0.21352517905776036,0
22,39081,21104,519,29,3,0.5400056856457274,0.4977648489712968,0
55,24388,23779,428,6,2,0.9749792914803265,0.7535200605229729,1
43,75359,13240,819,2,3,0.1756902914942846,0.19688167083811153,0
37,92024,25227,559,0,0,0.27413822237700197,0.3022807663752184,0
46,44060,4439,665,35,4,0.1007656385501783,0.15894764472397002,0
28,58484,1780,843,24,4,0.03045113972111391,0.08976636216788556,0
49,53844,1000,823,36,1,0.01857172731986239,0.11466661633952888,0
46,46822,15007,315,0,1,0.3205052535929283,0.5514051189717692,1
30,73274,12467,428,14,4,0.17013839817657414,0.46678627206737644,0
46,80202,27893,408,36,0,0.34777835913556004,0.40741672402413925,0
54,42627,13513,832,12,2,0.3170006265581018,0.12161055478633392,0
61,60895,22733,568,39,2,0.3733190610759659,0.39532306815428464,0
