Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity
16/12/2006,08:00:00,1.803,0.209,240.9,10.171
16/12/2006,08:01:00,1.959,0.169,241.127,9.44
16/12/2006,08:02:00,1.733,0.205,240.229,10.031
16/12/2006,08:03:00,1.781,0.215,240.66,9.748
16/12/2006,08:04:00,1.661,0.207,241.555,9.214
16/12/2006,08:05:00,1.62,0.213,238.381,9.71
16/12/2006,08:06:00,1.505,0.172,241.756,10.198
16/12/2006,08:07:00,1.663,0.207,237.254,9.233
16/12/2006,08:08:00,1.448,0.194,240.657,9.194
16/12/2006,08:09:00,1.653,0.19,240.357,8.64
16/12/2006,08:10:00,1.694,0.217,238.767,10.391
16/12/2006,08:11:00,1.565,0.23,239.955,10.545
16/12/2006,08:12:00,1.447,0.236,238.755,10.232
16/12/2006,08:13:00,1.537,0.226,237.857,10.965
16/12/2006,08:14:00,1.403,0.198,239.293,10.088
16/12/2006,08:15:00,1.571,0.207,237.792,10.392
16/12/2006,08:16:00,1.137,0.215,240.646,10.304
16/12/2006,08:17:00,1.344,0.202,237.7,9.908
16/12/2006,08:18:00,1.079,0.203,241.424,9.469
16/12/2006,08:19:00,1.137,0.216,237.637,12.214
