Datetime,Usage,hour,day,month,weekday,weekend,lag1,lag24
2007-01-01 14:00:00,2.698,14,1,1,0,0,2.75,1.652
2007-01-01 15:00:00,2.748,15,1,1,0,0,2.698,1.877
2007-01-01 16:00:00,2.753,16,1,1,0,0,2.748,1.912
2007-01-01 17:00:00,2.561,17,1,1,0,0,2.753,1.874
2007-01-01 18:00:00,2.551,18,1,1,0,0,2.561,1.912
2007-01-01 19:00:00,2.545,19,1,1,0,0,2.551,1.999
2007-01-01 20:00:00,2.521,20,1,1,0,0,2.545,2.272
2007-01-01 21:00:00,2.525,21,1,1,0,0,2.521,2.328
2007-01-01 22:00:00,2.576,22,1,1,0,0,2.525,2.14
2007-01-01 23:00:00,2.288,23,1,1,0,0,2.576,2.319
2007-01-02 00:00:00,2.462,0,2,1,1,0,2.288,2.433
2007-01-02 01:00:00,2.3,1,2,1,1,0,2.462,2.466
2007-01-02 02:00:00,1.98,2,2,1,1,0,2.3,2.326
2007-01-02 03:00:00,2.172,3,2,1,1,0,1.98,2.458
2007-01-02 04:00:00,2.128,4,2,1,1,0,2.172,2.412
2007-01-02 05:00:00,2.153,5,2,1,1,0,2.128,2.691
2007-01-02 06:00:00,2.099,6,2,1,1,0,2.153,2.878
2007-01-02 07:00:00,1.981,7,2,1,1,0,2.099,2.639
2007-01-02 08:00:00,1.842,8,2,1,1,0,1.981,2.45
2007-01-02 09:00:00,1.961,9,2,1,1,0,1.842,2.762
2007-01-02 10:00:00,1.742,10,2,1,1,0,1.961,2.847
2007-01-02 11:00:00,1.635,11,2,1,1,0,1.742,2.846
2007-01-02 12:00:00,1.636,12,2,1,1,0,1.635,2.716
2007-01-02 13:00:00,1.595,13,2,1,1,0,1.636,2.75
2007-01-02 14:00:00,1.588,14,2,1,1,0,1.595,2.698
2007-01-02 15:00:00,1.508,15,2,1,1,0,1.588,2.748
2007-01-02 16:00:00,1.473,16,2,1,1,0,1.508,2.753
2007-01-02 17:00:00,1.544,17,2,1,1,0,1.473,2.561
2007-01-02 18:00:00,1.513,18,2,1,1,0,1.544,2.551
2007-01-02 19:00:00,1.455,19,2,1,1,0,1.513,2.545
2007-01-02 20:00:00,1.342,20,2,1,1,0,1.455,2.521
2007-01-02 21:00:00,1.283,21,2,1,1,0,1.342,2.525
2007-01-02 22:00:00,1.307,22,2,1,1,0,1.283,2.576
2007-01-02 23:00:00,1.301,23,2,1,1,0,1.307,2.288
2007-01-03 00:00:00,1.39,0,3,1,2,0,1.301,2.462
2007-01-03 01:00:00,1.273,1,3,1,2,0,1.39,2.3
2007-01-03 02:00:00,1.18,2,3,1,2,0,1.273,1.98
2007-01-03 03:00:00,1.221,3,3,1,2,0,1.18,2.172
2007-01-03 04:00:00,1.491,4,3,1,2,0,1.221,2.128
2007-01-03 05:00:00,1.236,5,3,1,2,0,1.491,2.153
2007-01-03 06:00:00,1.221,6,3,1,2,0,1.236,2.099
2007-01-03 07:00:00,1.342,7,3,1,2,0,1.221,1.981
2007-01-03 08:00:00,1.575,8,3,1,2,0,1.342,1.842
2007-01-03 09:00:00,1.441,9,3,1,2,0,1.575,1.961
2007-01-03 10:00:00,1.496,10,3,1,2,0,1.441,1.742
2007-01-03 11:00:00,1.349,11,3,1,2,0,1.496,1.635
2007-01-03 12:00:00,1.4,12,3,1,2,0,1.349,1.636
2007-01-03 13:00:00,1.595,13,3,1,2,0,1.4,1.595
2007-01-03 14:00:00,1.599,14,3,1,2,0,1.595,1.588
2007-01-03 15:00:00,1.735,15,3,1,2,0,1.599,1.508
2007-01-03 16:00:00,1.639,16,3,1,2,0,1.735,1.473
2007-01-03 17:00:00,1.91,17,3,1,2,0,1.639,1.544
2007-01-03 18:00:00,1.997,18,3,1,2,0,1.91,1.513
2007-01-03 19:00:00,1.764,19,3,1,2,0,1.997,1.455
2007-01-03 20:00:00,2.002,20,3,1,2,0,1.764,1.342
2007-01-03 21:00:00,2.008,21,3,1,2,0,2.002,1.283
2007-01-03 22:00:00,2.238,22,3,1,2,0,2.008,1.307
2007-01-03 23:00:00,2.174,23,3,1,2,0,2.238,1.301
2007-01-04 00:00:00,2.303,0,4,1,3,0,2.174,1.39
2007-01-04 01:00:00,2.255,1,4,1,3,0,2.303,1.273
2007-01-04 02:00:00,2.347,2,4,1,3,0,2.255,1.18
2007-01-04 03:00:00,2.58,3,4,1,3,0,2.347,1.221
2007-01-04 04:00:00,2.622,4,4,1,3,0,2.58,1.491
2007-01-04 05:00:00,2.291,5,4,1,3,0,2.622,1.236
2007-01-04 06:00:00,2.541,6,4,1,3,0,2.291,1.221
2007-01-04 07:00:00,2.566,7,4,1,3,0,2.541,1.342
2007-01-04 08:00:00,2.469,8,4,1,3,0,2.566,1.575
2007-01-04 09:00:00,2.531,9,4,1,3,0,2.469,1.441
2007-01-04 10:00:00,2.653,10,4,1,3,0,2.531,1.496
2007-01-04 11:00:00,2.752,11,4,1,3,0,2.653,1.349
2007-01-04 12:00:00,2.727,12,4,1,3,0,2.752,1.4
2007-01-04 13:00:00,2.646,13,4,1,3,0,2.727,1.595
2007-01-04 14:00:00,2.59,14,4,1,3,0,2.646,1.599
2007-01-04 15:00:00,2.491,15,4,1,3,0,2.59,1.735
2007-01-04 16:00:00,2.853,16,4,1,3,0,2.491,1.639
2007-01-04 17:00:00,2.637,17,4,1,3,0,2.853,1.91
2007-01-04 18:00:00,2.596,18,4,1,3,0,2.637,1.997
2007-01-04 19:00:00,2.7,19,4,1,3,0,2.596,1.764
2007-01-04 20:00:00,2.637,20,4,1,3,0,2.7,2.002
2007-01-04 21:00:00,2.619,21,4,1,3,0,2.637,2.008
2007-01-04 22:00:00,2.658,22,4,1,3,0,2.619,2.238
2007-01-04 23:00:00,2.51,23,4,1,3,0,2.658,2.174
2007-01-05 00:00:00,2.416,0,5,1,4,0,2.51,2.303
2007-01-05 01:00:00,2.467,1,5,1,4,0,2.416,2.255
2007-01-05 02:00:00,2.443,2,5,1,4,0,2.467,2.347
2007-01-05 03:00:00,2.281,3,5,1,4,0,2.443,2.58
2007-01-05 04:00:00,2.23,4,5,1,4,0,2.281,2.622
2007-01-05 05:00:00,2.183,5,5,1,4,0,2.23,2.291
2007-01-05 06:00:00,2.315,6,5,1,4,0,2.183,2.541
2007-01-05 07:00:00,2.317,7,5,1,4,0,2.315,2.566
2007-01-05 08:00:00,2.249,8,5,1,4,0,2.317,2.469
2007-01-05 09:00:00,1.972,9,5,1,4,0,2.249,2.531
2007-01-05 10:00:00,1.936,10,5,1,4,0,1.972,2.653
2007-01-05 11:00:00,1.819,11,5,1,4,0,1.936,2.752
2007-01-05 12:00:00,2.073,12,5,1,4,0,1.819,2.727
2007-01-05 13:00:00,1.783,13,5,1,4,0,2.073,2.646
2007-01-05 14:00:00,1.772,14,5,1,4,0,1.783,2.59
2007-01-05 15:00:00,1.674,15,5,1,4,0,1.772,2.491
2007-01-05 16:00:00,1.686,16,5,1,4,0,1.674,2.853
2007-01-05 17:00:00,1.514,17,5,1,4,0,1.686,2.637
2007-01-05 18:00:00,1.509,18,5,1,4,0,1.514,2.596
2007-01-05 19:00:00,1.435,19,5,1,4,0,1.509,2.7
